create table scr_Opciones_Pago (
	ID_Pago INT,
	ID_Usuario INT,
	Monedas_Compradas INT,
	Fecha_Compra DATE
);
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (26, 42, 27, '17/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (19, 45, 85, '20/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (81, 29, 8, '13/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (36, 19, 3, '30/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (54, 25, 17, '09/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (24, 92, 93, '21/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (52, 47, 53, '11/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (5, 71, 1, '21/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (91, 11, 54, '02/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (47, 89, 77, '26/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (50, 61, 54, '26/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (60, 13, 55, '20/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (17, 35, 88, '25/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (96, 92, 99, '07/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (82, 26, 64, '18/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (59, 24, 1, '29/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (74, 42, 51, '22/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (29, 91, 41, '24/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (90, 86, 38, '15/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (7, 25, 80, '23/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (11, 27, 5, '17/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (17, 33, 58, '01/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (45, 82, 63, '28/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (91, 35, 8, '26/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (25, 54, 10, '30/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (75, 52, 87, '06/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (19, 63, 40, '22/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (100, 55, 89, '12/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (64, 58, 97, '03/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (65, 23, 7, '21/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (7, 12, 50, '23/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (46, 9, 46, '04/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (7, 54, 10, '01/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (15, 13, 82, '04/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (75, 12, 89, '09/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (59, 32, 13, '11/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (47, 82, 47, '05/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (61, 91, 62, '13/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (89, 66, 31, '01/07/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (82, 92, 72, '27/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (15, 37, 90, '01/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (40, 99, 81, '24/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (39, 65, 75, '24/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (21, 80, 14, '03/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (71, 17, 75, '15/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (49, 59, 52, '08/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (97, 2, 98, '05/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (66, 8, 16, '21/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (64, 26, 38, '21/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (30, 81, 69, '21/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (15, 21, 54, '04/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (71, 23, 6, '20/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (34, 87, 73, '16/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (23, 100, 55, '20/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (46, 78, 80, '13/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (80, 63, 25, '21/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (1, 7, 65, '07/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (52, 6, 34, '04/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (60, 45, 50, '10/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (45, 75, 64, '07/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (68, 47, 53, '29/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (46, 5, 6, '04/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (72, 54, 89, '03/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (69, 4, 56, '23/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (61, 34, 34, '12/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (94, 29, 21, '06/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (8, 10, 69, '24/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (5, 10, 48, '02/07/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (30, 88, 18, '01/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (77, 19, 24, '10/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (41, 72, 56, '22/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (78, 90, 10, '04/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (53, 16, 85, '26/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (62, 65, 66, '24/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (40, 78, 37, '01/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (11, 32, 89, '01/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (57, 80, 99, '13/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (15, 96, 84, '23/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (52, 77, 85, '05/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (100, 100, 83, '09/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (59, 68, 45, '23/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (5, 94, 31, '01/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (34, 62, 1, '05/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (25, 44, 98, '25/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (23, 28, 80, '13/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (61, 24, 33, '17/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (79, 86, 95, '04/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (11, 53, 97, '01/07/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (43, 37, 56, '20/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (89, 28, 32, '03/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (68, 66, 2, '10/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (93, 46, 79, '05/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (23, 33, 18, '22/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (100, 80, 74, '13/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (68, 72, 43, '10/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (67, 23, 8, '29/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (95, 79, 74, '24/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (60, 24, 27, '02/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (20, 45, 87, '10/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (34, 13, 70, '28/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (94, 100, 13, '08/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (78, 29, 37, '25/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (74, 17, 57, '31/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (49, 25, 67, '13/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (57, 82, 61, '06/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (41, 38, 5, '17/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (43, 11, 39, '23/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (65, 26, 95, '06/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (93, 40, 88, '14/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (89, 29, 42, '28/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (59, 30, 65, '05/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (97, 2, 43, '23/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (97, 34, 7, '06/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (33, 29, 67, '28/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (65, 52, 80, '12/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (28, 83, 71, '09/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (41, 89, 32, '30/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (67, 66, 40, '20/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (31, 53, 61, '21/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (85, 34, 50, '18/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (24, 35, 32, '28/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (42, 62, 53, '06/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (22, 43, 35, '21/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (9, 96, 41, '04/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (33, 66, 26, '07/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (99, 28, 50, '09/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (79, 67, 85, '30/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (4, 53, 4, '21/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (21, 98, 51, '18/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (25, 98, 49, '09/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (45, 22, 8, '06/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (99, 63, 5, '11/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (100, 89, 74, '01/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (22, 48, 49, '27/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (98, 26, 5, '29/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (58, 19, 12, '20/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (69, 84, 76, '12/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (28, 82, 63, '01/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (67, 77, 96, '12/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (51, 25, 28, '03/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (41, 58, 71, '15/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (40, 90, 57, '13/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (79, 29, 94, '19/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (95, 16, 100, '27/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (32, 98, 27, '01/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (46, 49, 65, '13/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (76, 94, 53, '01/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (77, 12, 96, '14/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (98, 29, 72, '02/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (78, 82, 58, '09/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (28, 34, 56, '09/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (21, 10, 34, '31/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (54, 65, 67, '05/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (56, 49, 68, '25/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (31, 62, 85, '13/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (88, 78, 39, '27/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (32, 69, 17, '22/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (43, 49, 58, '11/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (21, 23, 25, '12/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (42, 35, 69, '02/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (91, 96, 67, '20/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (59, 13, 49, '22/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (79, 29, 23, '05/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (65, 48, 36, '26/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (73, 74, 95, '06/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (48, 89, 42, '09/09/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (3, 34, 1, '22/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (99, 98, 16, '19/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (42, 30, 5, '18/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (25, 46, 85, '29/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (62, 43, 56, '11/02/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (93, 22, 53, '24/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (28, 41, 25, '11/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (40, 14, 69, '09/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (62, 37, 17, '21/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (56, 4, 99, '30/04/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (33, 62, 23, '28/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (15, 48, 16, '22/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (30, 48, 73, '29/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (44, 64, 42, '02/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (13, 40, 58, '28/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (71, 69, 46, '23/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (53, 57, 26, '08/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (43, 71, 92, '25/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (91, 15, 76, '18/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (52, 2, 61, '14/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (15, 89, 75, '08/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (97, 76, 87, '21/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (75, 76, 47, '21/07/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (22, 98, 49, '25/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (66, 32, 66, '15/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (42, 97, 36, '14/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (24, 54, 57, '07/01/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (69, 52, 62, '15/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (67, 10, 19, '01/06/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (56, 44, 84, '13/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (58, 33, 74, '08/10/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (26, 45, 23, '22/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (15, 86, 32, '31/03/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (84, 97, 5, '09/05/2025');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (78, 79, 1, '17/08/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (19, 3, 37, '27/12/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (74, 33, 80, '16/11/2024');
insert into scr_Opciones_Pago (ID_Pago, ID_Usuario, Monedas_Compradas, Fecha_Compra) values (14, 29, 84, '20/01/2025');
