create table scr_Usuario (
	ID_Usuario INT,
	Fecha_registro DATE,
	Preferencias VARCHAR(10)
);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (30, '04/24/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (99, '12/02/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (99, '08/26/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (26, '08/09/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (83, '08/16/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (46, '02/18/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (83, '03/21/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (96, '03/17/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (13, '12/15/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (7, '09/23/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (99, '03/11/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (64, '07/13/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (43, '04/17/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (42, '09/11/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (45, '03/09/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (77, '10/17/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (48, '09/27/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (40, '06/11/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (94, '07/11/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (36, '02/27/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (94, '10/07/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (39, '03/14/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (87, '10/27/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (90, '10/09/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (97, '08/04/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (50, '06/03/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (96, '07/13/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (53, '03/29/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (28, '03/11/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (3, '12/02/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (2, '06/11/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (84, '11/06/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (98, '05/21/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (62, '10/08/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (46, '10/27/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (64, '05/08/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (71, '10/23/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (6, '12/11/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (64, '11/20/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (57, '07/06/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (28, '09/04/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (9, '07/23/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (28, '01/14/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (83, '10/22/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (33, '07/14/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (24, '11/07/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (42, '10/27/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (28, '10/18/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (61, '10/16/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (12, '02/02/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (63, '10/20/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (39, '05/13/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (28, '06/29/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (19, '05/28/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (86, '04/08/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (32, '06/06/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (26, '04/06/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (74, '03/30/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (40, '09/04/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (78, '04/24/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (20, '04/20/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (83, '02/05/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (29, '01/29/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (86, '11/29/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (37, '05/23/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (32, '02/11/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (12, '06/18/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (27, '05/04/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (88, '01/28/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (4, '03/06/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (21, '01/25/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (58, '09/14/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (52, '04/28/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (43, '12/11/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (46, '11/20/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (51, '02/14/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (80, '08/05/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (15, '12/06/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (9, '11/21/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (30, '11/16/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (44, '06/30/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (21, '01/02/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (7, '11/02/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (28, '04/24/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (23, '01/01/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (55, '03/22/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (99, '11/19/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (51, '08/24/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (95, '01/04/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (20, '04/10/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (34, '05/07/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (52, '04/03/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (48, '11/26/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (63, '09/18/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (27, '05/19/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (43, '10/20/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (74, '09/28/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (43, '02/17/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (85, '03/24/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (47, '11/04/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (75, '10/05/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (75, '03/09/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (66, '02/22/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (99, '06/01/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (47, '01/31/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (1, '08/07/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (73, '06/05/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (38, '05/10/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (23, '07/04/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (47, '03/25/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (41, '03/25/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (38, '02/08/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (25, '05/13/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (74, '10/27/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (29, '06/12/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (95, '12/11/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (80, '06/04/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (48, '09/28/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (59, '05/15/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (44, '05/04/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (87, '04/29/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (28, '10/11/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (17, '05/21/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (65, '12/29/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (65, '05/05/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (73, '04/03/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (9, '04/20/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (92, '01/08/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (93, '11/14/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (47, '03/26/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (52, '01/15/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (99, '08/11/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (97, '09/23/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (55, '03/27/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (89, '03/12/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (50, '11/07/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (13, '08/21/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (83, '12/06/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (39, '09/03/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (74, '04/01/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (69, '03/11/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (94, '11/05/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (9, '05/17/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (67, '04/12/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (5, '05/17/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (56, '04/20/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (10, '04/02/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (14, '01/19/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (97, '06/20/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (10, '07/07/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (4, '01/01/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (85, '09/28/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (45, '10/13/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (60, '09/05/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (28, '05/29/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (36, '02/21/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (17, '07/30/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (39, '05/26/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (23, '07/27/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (19, '07/25/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (37, '11/28/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (55, '07/09/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (28, '12/07/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (14, '07/16/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (84, '05/10/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (6, '04/17/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (75, '03/03/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (16, '02/09/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (1, '04/09/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (64, '05/09/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (90, '10/20/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (49, '10/15/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (18, '11/29/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (19, '03/14/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (22, '02/25/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (42, '06/06/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (65, '04/30/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (23, '02/26/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (41, '10/03/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (7, '08/31/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (29, '05/11/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (99, '11/01/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (42, '07/19/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (4, '07/12/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (29, '08/08/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (1, '03/08/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (45, '09/02/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (26, '06/23/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (41, '08/11/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (21, '12/07/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (6, '09/20/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (84, '09/15/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (2, '10/13/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (3, '01/14/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (48, '05/22/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (85, '09/20/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (6, '01/18/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (7, '03/12/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (20, '07/18/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (36, '07/17/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (2, '04/12/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (30, '03/10/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (6, '04/28/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (15, '08/11/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (8, '09/30/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (11, '10/04/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (79, '09/01/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (28, '03/06/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (81, '04/12/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (46, '12/31/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (49, '10/21/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (17, '10/24/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (21, '02/16/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (92, '07/28/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (80, '11/16/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (56, '05/18/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (37, '09/03/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (6, '03/25/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (60, '03/06/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (4, '03/25/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (76, '08/14/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (77, '01/05/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (89, '07/24/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (20, '07/15/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (28, '04/07/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (58, '08/02/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (90, '09/14/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (45, '06/13/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (32, '12/06/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (90, '03/02/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (53, '05/13/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (6, '09/10/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (45, '06/08/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (60, '09/01/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (66, '11/16/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (100, '08/02/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (67, '09/20/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (59, '01/09/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (20, '01/05/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (97, '01/06/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (89, '07/15/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (86, '02/20/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (9, '06/17/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (100, '08/08/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (1, '05/07/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (30, '03/12/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (51, '02/22/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (82, '07/10/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (16, '02/12/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (30, '11/29/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (2, '03/13/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (97, '02/10/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (25, '01/12/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (62, '08/22/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (77, '06/05/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (2, '06/28/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (13, '05/20/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (10, '10/22/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (36, '10/05/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (53, '10/30/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (15, '02/11/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (37, '03/12/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (48, '11/03/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (74, '09/23/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (25, '10/04/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (40, '04/19/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (63, '01/03/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (61, '02/14/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (81, '10/08/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (96, '03/02/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (4, '03/02/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (77, '11/30/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (56, '01/10/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (86, '12/24/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (89, '08/29/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (18, '10/15/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (80, '12/06/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (43, '05/02/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (11, '11/22/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (97, '05/18/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (81, '03/28/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (12, '07/18/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (15, '03/03/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (11, '12/02/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (95, '05/15/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (17, '12/19/2024', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (24, '02/26/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (74, '04/11/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (74, '03/02/2025', null);
insert into scr_Usuario (ID_Usuario, Fecha_registro, Preferencias) values (54, '05/12/2025', null);
